no,"gender(female:0,male:1)",age,height(cm),weight(Kg),bmi,season,preference(-1:cool 0:n 1:warm),sensitivity(0:in 1:slight 2:very),environment assess(-1:c 0:n 1:w),date,time,room,thermal sensation,"thermal comfort (1:com,0:uncom)","thermal preference(-1:c,0:not change,1:w)",temp,humid
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/10,9:30:00,5,0.0,1.0,2.0,22.6,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,10:00:00,5,0.0,1.0,2.0,22.9,16.6
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,10:30:00,5,0.0,1.0,2.0,23.7,16.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,11:00:00,5,0.0,1.0,2.0,24.3,16.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,11:30:00,5,0.0,1.0,2.0,24.8,16.5
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,12:00:00,5,0.0,1.0,2.0,25.1,16.5
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,14:30:00,5,0.0,1.0,2.0,25.6,14.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,15:00:00,5,0.0,1.0,2.0,25.8,15.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,15:30:00,5,1.0,1.0,1.0,25.9,16.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,16:00:00,5,1.0,0.0,1.0,25.6,17.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,16:30:00,5,0.0,1.0,2.0,25.4,17.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,17:00:00,5,0.0,1.0,2.0,25.3,18.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,17:30:00,5,0.0,1.0,2.0,25.2,18.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,9:00:00,5,-1.0,1.0,3.0,22.2,15.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/13,9:30:00,5,0.0,1.0,2.0,22.6,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,10:00:00,5,0.0,1.0,2.0,23.2,18.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,10:30:00,5,1.0,1.0,1.0,24.2,17.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,11:00:00,5,0.0,1.0,1.0,24.5,17.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,11:30:00,5,0.0,1.0,2.0,24.9,17.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,12:00:00,5,0.0,1.0,2.0,25.2,17.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,14:30:00,5,0.0,1.0,1.0,25.8,15.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,15:00:00,5,0.0,1.0,2.0,25.4,16.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,15:30:00,5,0.0,1.0,1.0,25.2,17.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,16:00:00,5,0.5,1.0,1.0,25.2,17.6
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,16:30:00,5,0.0,1.0,2.0,25.1,18.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,17:00:00,5,0.0,1.0,2.0,25.1,18.5
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,17:30:00,5,0.5,1.0,2.0,25.1,19.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,9:00:00,5,1.0,1.0,1.0,22.5,16.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/15,9:30:00,5,1.0,1.0,1.0,22.9,17.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,10:00:00,5,0.0,1.0,2.0,23.5,19.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,10:30:00,5,0.0,1.0,2.0,23.8,19.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,11:00:00,5,0.0,1.0,2.0,24.0,19.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,11:30:00,5,0.0,1.0,3.0,24.1,20.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,12:00:00,5,0.0,1.0,2.0,24.2,20.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,14:30:00,5,0.0,1.0,2.0,23.9,18.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,15:00:00,5,0.0,1.0,2.0,24.5,18.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,15:30:00,5,1.0,0.0,1.0,25.1,18.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,16:00:00,5,1.0,0.0,1.0,25.0,19.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,16:30:00,5,0.0,1.0,2.0,24.9,20.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,17:00:00,5,1.0,0.0,1.0,24.9,20.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,17:30:00,5,0.0,1.0,2.0,24.8,20.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,9:00:00,5,0.0,1.0,2.0,22.8,16.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/16,9:30:00,5,-1.0,1.0,3.0,23.2,18.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,10:00:00,5,-1.0,1.0,3.0,22.8,14.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,10:30:00,5,-1.0,0.0,3.0,23.1,14.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,11:00:00,5,0.0,1.0,2.0,24.1,14.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,11:30:00,5,0.0,1.0,2.0,24.6,14.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,12:00:00,5,0.0,1.0,2.0,25.0,13.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,14:30:00,5,0.0,1.0,2.0,25.8,13.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,15:00:00,5,1.0,0.0,1.0,25.4,14.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,15:30:00,5,1.0,0.0,1.0,25.2,14.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,16:00:00,5,1.0,0.0,1.0,25.2,15.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,16:30:00,5,0.0,1.0,1.0,25.1,15.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,17:00:00,5,0.0,1.0,2.0,25.1,16.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,17:30:00,5,0.0,1.0,2.0,25.0,16.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,9:00:00,5,0.0,1.0,2.0,21.9,11.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/17,9:30:00,5,0.0,1.0,2.0,22.5,13.2
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,10:30:00,5,0.0,1.0,2.0,23.3,17.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,11:00:00,5,0.0,1.0,2.0,24.4,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,11:30:00,5,0.0,1.0,2.0,24.8,16.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,12:00:00,5,0.5,1.0,1.0,25.1,17.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,14:30:00,5,0.5,0.0,1.0,25.8,14.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,15:00:00,5,0.0,1.0,2.0,25.4,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,15:30:00,5,0.5,1.0,1.0,25.3,17.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,16:00:00,5,0.0,1.0,2.0,25.2,18.1
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,16:30:00,5,0.0,1.0,1.0,25.1,18.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,17:00:00,5,0.0,1.0,1.0,25.1,18.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/18,17:30:00,5,0.5,1.0,2.0,25.0,18.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,10:00:00,4,1.0,1.0,1.0,26.3,16.6
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,10:30:00,4,1.0,1.0,1.0,27.6,16.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,11:00:00,4,1.0,1.0,1.0,27.8,15.7
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,11:30:00,4,0.0,1.0,2.0,27.8,16.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,12:00:00,4,0.0,1.0,2.0,28.3,16.0
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,14:30:00,4,1.0,1.0,1.0,27.7,12.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,15:00:00,4,1.0,1.0,1.0,29.4,14.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,15:30:00,4,1.0,0.0,1.0,26.8,18.8
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,16:00:00,4,1.0,0.0,1.0,26.0,20.5
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,16:30:00,4,1.0,0.0,1.0,25.7,22.9
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,17:00:00,4,2.0,0.0,1.0,25.3,22.6
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,17:30:00,4,1.0,0.0,1.0,25.1,23.3
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,9:00:00,4,1.0,1.0,1.0,22.3,14.4
50,0,23,170.0,60.0,20.76124567,winter,-1,1,1,2021/1/9,9:30:00,4,0.0,1.0,2.0,22.9,18.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,09:00:00,5,2.0,0.0,-1.0,27.9,56.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,09:30:00,5,3.0,0.0,-1.0,28.1,58.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,10:00:00,5,3.0,0.0,-1.0,28.4,59.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,10:30:00,5,3.0,0.0,-1.0,28.4,61.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,11:00:00,5,1.5,0.0,-1.0,27.5,63.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,11:30:00,5,1.0,0.0,-1.0,27.3,62.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,12:00:00,5,1.0,0.0,-1.0,27.1,61.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,14:30:00,5,2.0,0.0,-1.0,26.2,62.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,15:00:00,5,1.5,0.0,-1.0,26.8,60.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,16:00:00,5,0.0,1.0,0.0,25.2,62.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,16:30:00,5,-0.5,1.0,0.0,24.7,58.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,17:00:00,5,-1.0,1.0,1.0,24.7,58.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,17:30:00,5,-1.0,0.0,1.0,24.5,56.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/20,18:00:00,5,-1.0,1.0,1.0,25.0,55.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,09:00:00,5,0.0,1.0,0.0,23.7,58.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,09:30:00,5,-1.0,1.0,1.0,24.0,57.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,10:00:00,5,-1.0,0.0,1.0,25.4,53.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,10:30:00,5,-1.0,0.0,1.0,25.4,51.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,11:00:00,5,0.0,1.0,0.0,25.6,51.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,11:30:00,5,0.0,1.0,0.0,25.5,50.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/21,12:00:00,5,-1.0,1.0,1.0,25.4,49.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,09:00:00,5,-1.0,1.0,1.0,24.4,59.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,09:30:00,5,-1.0,0.0,1.0,24.6,59.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,10:00:00,5,-1.5,0.0,1.0,24.6,59.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,10:30:00,5,-1.0,1.0,0.0,24.7,59.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,11:00:00,5,0.0,1.0,0.0,25.3,60.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,11:30:00,5,0.0,1.0,0.0,25.6,59.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,12:00:00,5,0.0,1.0,0.0,25.8,59.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,14:30:00,5,1.0,0.0,-1.0,25.9,59.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,15:00:00,5,1.5,0.0,-1.0,26.3,59.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,15:30:00,5,2.0,0.0,-1.0,26.4,59.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/22,16:00:00,5,2.0,0.0,-1.0,26.8,60.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,09:00:00,5,-1.0,1.0,0.0,23.7,53.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,09:30:00,5,-1.5,1.0,1.0,23.9,54.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,10:00:00,5,-1.0,0.0,1.0,24.0,54.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,10:30:00,5,-1.0,0.0,1.0,24.0,53.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,11:00:00,5,0.0,1.0,0.0,24.1,53.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,11:30:00,5,0.5,1.0,0.0,25.4,54.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,12:00:00,5,0.5,1.0,0.0,25.7,55.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,14:30:00,5,2.0,0.0,-1.0,25.6,60.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,15:00:00,5,3.0,0.0,-1.0,26.1,60.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,15:30:00,5,3.0,0.0,-1.0,26.4,60.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,16:00:00,5,3.0,0.0,-1.0,26.6,61.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,16:30:00,5,3.0,0.0,-1.0,26.9,61.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,17:00:00,5,3.0,0.0,-1.0,27.1,61.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,17:30:00,5,2.5,0.0,-1.0,27.2,60.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/24,18:00:00,5,2.0,0.0,-1.0,27.2,60.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,12:00:00,1,2.0,0.0,-1.0,25.1,67.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,12:30:00,1,1.0,0.0,-1.0,25.4,68.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,13:00:00,1,0.5,0.0,-1.0,25.4,66.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,13:30:00,1,0.0,1.0,0.0,23.3,68.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,14:00:00,1,-0.5,1.0,0.0,23.0,70.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,14:30:00,1,-3.0,0.0,1.0,22.7,69.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,15:00:00,1,-2.0,0.0,1.0,22.1,67.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,15:30:00,1,-1.0,0.0,1.0,22.0,66.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,16:00:00,1,-0.5,1.0,0.0,22.0,67.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,16:30:00,1,0.0,1.0,0.0,24.2,68.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,17:00:00,1,0.0,1.0,0.0,24.7,68.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,17:30:00,1,0.5,1.0,0.0,25.0,68.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,18:00:00,1,0.5,1.0,0.0,25.2,68.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/25,18:30:00,1,1.0,1.0,-1.0,25.3,68.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,09:00:00,6,2.0,0.0,-1.0,27.6,62.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,09:30:00,6,3.0,0.0,-1.0,27.9,62.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,10:00:00,6,3.0,0.0,-1.0,28.1,61.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,10:30:00,6,1.0,0.0,-1.0,28.3,61.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,11:00:00,6,2.0,0.0,-1.0,27.9,62.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,11:30:00,6,2.5,0.0,-1.0,27.8,62.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,12:00:00,6,3.0,0.0,-1.0,27.7,62.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,14:30:00,6,0.5,1.0,0.0,26.7,61.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,15:00:00,6,1.0,1.0,-1.0,25.8,66.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,15:30:00,6,0.5,1.0,0.0,25.5,65.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,16:00:00,6,0.0,1.0,0.0,25.0,63.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,16:30:00,6,0.0,1.0,0.0,24.8,62.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,17:00:00,6,-0.5,1.0,0.0,25.0,66.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,17:30:00,6,0.5,1.0,0.0,24.8,67.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/26,18:00:00,6,-1.0,1.0,1.0,24.5,69.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,09:00:00,6,-2.0,0.0,1.0,22.7,69.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,09:30:00,6,-1.0,0.0,1.0,23.0,68.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,10:00:00,6,-3.0,0.0,1.0,23.1,66.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,10:30:00,6,-3.0,0.0,1.0,23.2,65.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,11:00:00,6,-3.0,0.0,1.0,23.7,65.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,11:30:00,6,-1.0,1.0,0.0,23.7,69.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,12:00:00,6,-0.5,1.0,0.0,23.8,68.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,14:30:00,6,-1.0,1.0,0.0,23.9,69.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,15:00:00,6,0.0,1.0,0.0,25.1,67.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,15:30:00,6,1.0,0.0,-1.0,25.7,66.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,16:00:00,6,3.0,0.0,-1.0,26.7,63.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,16:30:00,6,3.0,0.0,-1.0,27.2,62.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,17:00:00,6,3.0,0.0,-1.0,27.4,60.8
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,17:30:00,6,2.0,0.0,-1.0,27.6,59.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/27,18:00:00,6,1.0,0.0,-1.0,27.1,61.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,09:00:00,5,-0.5,1.0,0.0,25.8,54.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,09:30:00,5,-1.0,1.0,0.0,24.0,54.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,10:00:00,5,-1.0,1.0,0.0,23.9,53.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,10:30:00,5,-0.5,1.0,0.0,23.0,57.9
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,11:00:00,5,0.0,1.0,0.0,23.6,54.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,11:30:00,5,0.0,1.0,0.0,24.6,56.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,12:00:00,5,0.0,1.0,0.0,24.3,58.2
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,14:30:00,5,-1.0,1.0,0.0,23.2,60.0
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,15:00:00,5,-2.0,0.0,1.0,23.5,59.3
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,15:30:00,5,0.5,1.0,0.0,25.2,57.4
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,16:00:00,5,1.0,0.0,-1.0,25.8,56.7
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,16:30:00,5,1.0,0.0,-1.0,26.1,56.5
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,17:00:00,5,1.5,0.0,-1.0,26.4,57.1
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,17:30:00,5,1.0,0.0,-1.0,26.7,56.6
50,0,23,170,60,20.76124567,summer,-1,1,-1,2021/7/31,18:00:00,5,1.0,0.0,-1.0,26.7,56.5
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,10:00:00,6,1.0,0.0,1.0,28.2,13.4
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,10:30:00,6,1.0,0.0,1.0,24.7,15.8
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,11:00:00,6,1.0,0.0,1.0,24.0,16.4
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,11:30:00,6,-1.0,0.0,3.0,23.7,16.7
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,12:00:00,6,-1.0,0.0,3.0,23.4,16.7
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,14:30:00,6,-1.0,0.0,3.0,22.0,16.8
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,15:00:00,6,-1.0,0.0,3.0,22.4,17.3
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,15:30:00,6,-1.0,0.0,3.0,22.6,17.6
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,16:00:00,6,0.0,1.0,2.0,28.0,13.3
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,16:30:00,6,1.0,0.0,1.0,28.8,12.9
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,17:00:00,6,1.0,0.0,1.0,27.9,13.9
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,17:30:00,6,1.0,0.0,1.0,28.0,13.9
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,9:00:00,6,0.0,1.0,2.0,27.1,12.5
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/10,9:30:00,6,0.0,1.0,2.0,27.6,13.4
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,10:00:00,5,-1.0,1.0,3.0,22.5,15.1
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,10:30:00,5,-1.0,1.0,3.0,23.2,14.4
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,11:00:00,5,0.0,1.0,2.0,23.9,14.4
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,11:30:00,5,0.0,1.0,2.0,24.4,14.3
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,12:00:00,5,0.0,1.0,2.0,24.8,14.3
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,14:30:00,5,0.0,1.0,2.0,24.9,13.5
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,15:00:00,5,1.0,0.0,1.0,25.2,14.1
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,15:30:00,5,1.0,0.0,1.0,24.8,14.9
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,16:00:00,5,1.0,0.0,1.0,24.5,15.5
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,16:30:00,5,1.0,0.0,1.0,24.3,15.8
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,17:00:00,5,1.0,0.0,1.0,24.4,16.1
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,17:30:00,5,1.0,0.0,1.0,24.4,16.2
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,9:00:00,5,-1.0,1.0,3.0,21.5,13.9
51,1,25,190.0,95.0,26.31578947,winter,0,1,-1,2021/1/9,9:30:00,5,-1.0,1.0,3.0,22.0,14.8
